Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,cm Area Validaiton,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
1006,NSW787317,4,fullLeaf,87,19158,21.29,192,6.4,132,4.4,115,,,,,,,,,,,,1,0,0,0,0
436,NSW496246,9,fullLeaf,92,19132,21.26,268,8.93,136,4.53,65,,,,,,,,,,,,1,0,0,0,0
1078,NSW834920,3,fullLeaf,92,19120,21.24,216,7.2,130,4.33,46,,,,,,,,,,,,1,0,0,0,0
1095,NSW835456,2,fullLeaf,92,19092,21.21,238,7.93,130,4.33,53,1,19635,21,250,129,56,97,95,101,95,96,1,1,1,0,0
1011,NSW795578,7,fullLeaf,79,19067,21.19,278,9.27,111,3.7,113,,,,,,,,,,,,1,0,0,0,0
430,NSW48275,5,fullLeaf,84,19040,21.16,238,7.93,116,3.87,10,,,,,,,,,,,,1,0,0,0,0
854,NSW529769,5,fullLeaf,93,19041,21.16,282,9.4,106,3.53,19,,,,,,,,,,,,1,0,0,0,0
884,NSW530372,5,fullLeaf,91,19012,21.12,186,6.2,143,4.77,4,,,,,,,,,,,,1,0,0,0,0
738,NSW529015,4,fullLeaf,91,18991,21.1,216,7.2,124,4.13,155,,,,,,,,,,,,1,0,0,0,0
1047,NSW805329,2,fullLeaf,97,18985,21.09,230,7.67,118,3.93,142,,,,,,,,,,,,1,0,0,0,0
388,NSW389819,2,fullLeaf,97,18976,21.08,248,8.27,108,3.6,7,,,,,,,,,,,,1,0,0,0,0
335,NSW275992,1,fullLeaf,90,18951,21.06,278,9.27,106,3.53,14,,,,,,,,,,,,1,0,0,0,0
879,NSW530363,1,fullLeaf,97,18918,21.02,214,7.13,129,4.3,20,,,,,,,,,,,,1,0,0,0,0
843,NSW529612,3,fullLeaf,92,18898,21,196,6.53,130,4.33,1,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,7,fullLeaf,95,18900,21,242,8.07,116,3.87,120,,,,,,,,,,,,1,0,0,0,0
144,NSW129575,1,fullLeaf,92,18888,20.99,202,6.73,137,4.57,156,,,,,,,,,,,,1,0,0,0,0
1202,NSW933602,2,fullLeaf,97,18889,20.99,252,8.4,108,3.6,160,,,,,,,,,,,,1,0,0,0,0
877,NSW529882,2,fullLeaf,90,18864,20.96,238,7.93,114,3.8,108,,,,,,,,,,,,1,0,0,0,0
884,NSW530372,1,fullLeaf,97,18853,20.95,226,7.53,128,4.27,129,,,,,,,,,,,,1,0,0,0,0
927,NSW533067,6,fullLeaf,85,18851,20.95,272,9.07,112,3.73,20,,,,,,,,,,,,1,0,0,0,0
131,NSW129560,3,fullLeaf,72,18848,20.94,234,7.8,109,3.63,5,,,,,,,,,,,,1,0,0,0,0
889,NSW530379,8,fullLeaf,75,18820,20.91,216,7.2,133,4.43,127,,,,,,,,,,,,1,0,0,0,0
997,NSW777269,4,fullLeaf,90,18811,20.9,308,10.27,92,3.07,161,,,,,,,,,,,,1,0,0,0,0
1096,NSW835459,5,fullLeaf,83,18807,20.9,268,8.93,110,3.67,35,,,,,,,,,,,,1,0,0,0,0
1191,NSW931034,1,fullLeaf,99,18798,20.89,268,8.93,100,3.33,140,,,,,,,,,,,,1,0,0,0,0
793,NSW529186,1,fullLeaf,80,18796,20.88,260,8.67,126,4.2,102,,,,,,,,,,,,1,0,0,0,0
833,NSW529251,4,fullLeaf,88,18787,20.87,316,10.53,92,3.07,120,,,,,,,,,,,,1,0,0,0,0
642,NSW528894,2,fullLeaf,98,18776,20.86,274,9.13,97,3.23,48,,,,,,,,,,,,1,0,0,0,0
35,NSW129350,2,fullLeaf,86,18764,20.85,200,6.67,134,4.47,127,,,,,,,,,,,,1,0,0,0,0
409,NSW429993,2,fullLeaf,85,18758,20.84,200,6.67,134,4.47,112,,,,,,,,,,,,1,0,0,0,0
465,NSW528094,9,fullLeaf,79,18760,20.84,252,8.4,115,3.83,100,,,,,,,,,,,,1,0,0,0,0
837,NSW52960,1,fullLeaf,91,18729,20.81,246,8.2,113,3.77,10,,,,,,,,,,,,1,0,0,0,0
838,NSW529600,2,fullLeaf,98,18730,20.81,216,7.2,125,4.17,150,,,,,,,,,,,,1,0,0,0,0
275,NSW208586,3,fullLeaf,92,18716,20.8,292,9.73,86,2.87,33,,,,,,,,,,,,1,0,0,0,0
426,NSW471065,6,fullLeaf,83,18710,20.79,252,8.4,113,3.77,160,,,,,,,,,,,,1,0,0,0,0
384,NSW387326,2,fullLeaf,94,18706,20.78,214,7.13,123,4.1,97,,,,,,,,,,,,1,0,0,0,0
941,NSW593503,4,fullLeaf,73,18697,20.77,232,7.73,129,4.3,66,,,,,,,,,,,,1,0,0,0,0
859,NSW529848,1,fullLeaf,94,18680,20.76,212,7.07,122,4.07,0,,,,,,,,,,,,1,0,0,0,0
352,NSW363320,6,fullLeaf,81,18674,20.75,232,7.73,104,3.47,144,,,,,,,,,,,,1,0,0,0,0
479,NSW528109,11,fullLeaf,71,18679,20.75,266,8.87,97,3.23,1,,,,,,,,,,,,1,0,0,0,0
625,NSW528872,1,fullLeaf,97,18673,20.75,246,8.2,114,3.8,19,,,,,,,,,,,,1,0,0,0,0
779,NSW529168,1,fullLeaf,98,18672,20.75,248,8.27,111,3.7,151,,,,,,,,,,,,1,0,0,0,0
939,NSW592805,3,fullLeaf,79,18664,20.74,244,8.13,112,3.73,119,,,,,,,,,,,,1,0,0,0,0
272,NSW208333,2,fullLeaf,91,18637,20.71,212,7.07,126,4.2,50,,,,,,,,,,,,1,0,0,0,0
1194,NSW931039,4,fullLeaf,93,18635,20.71,276,9.2,102,3.4,17,,,,,,,,,,,,1,0,0,0,0
372,NSW379985,9,fullLeaf,82,18634,20.7,190,6.33,151,5.03,120,,,,,,,,,,,,1,0,0,0,0
706,NSW528977,4,fullLeaf,88,18632,20.7,254,8.47,110,3.67,1,,,,,,,,,,,,1,0,0,0,0
533,NSW528739,11,fullLeaf,82,18623,20.69,236,7.87,126,4.2,54,,,,,,,,,,,,1,0,0,0,0
669,NSW528931,4,fullLeaf,80,18624,20.69,190,6.33,139,4.63,158,,,,,,,,,,,,1,0,0,0,0
833,NSW529251,7,fullLeaf,71,18617,20.69,348,11.6,82,2.73,1,,,,,,,,,,,,1,0,0,0,0
829,NSW529247,1,fullLeaf,93,18589,20.65,208,6.93,135,4.5,139,,,,,,,,,,,,1,0,0,0,0
444,NSW496478,8,fullLeaf,75,18564,20.63,222,7.4,113,3.77,90,,,,,,,,,,,,1,0,0,0,0
575,NSW528793,2,fullLeaf,75,18565,20.63,294,9.8,106,3.53,153,,,,,,,,,,,,1,0,0,0,0
878,NSW530362,1,fullLeaf,98,18555,20.62,228,7.6,117,3.9,133,,,,,,,,,,,,1,0,0,0,0
1052,NSW809724,2,fullLeaf,95,18562,20.62,252,8.4,93,3.1,0,,,,,,,,,,,,1,0,0,0,0
583,NSW528802,1,fullLeaf,86,18548,20.61,228,7.6,116,3.87,0,,,,,,,,,,,,1,0,0,0,0
611,NSW528855,1,fullLeaf,97,18527,20.59,228,7.6,121,4.03,154,,,,,,,,,,,,1,0,0,0,0
833,NSW529251,2,fullLeaf,95,18521,20.58,272,9.07,98,3.27,5,,,,,,,,,,,,1,0,0,0,0
87,NSW129501,3,fullLeaf,89,18491,20.55,258,8.6,105,3.5,102,,,,,,,,,,,,1,0,0,0,0
1115,NSW835737,5,fullLeaf,75,18494,20.55,212,7.07,154,5.13,29,,,,,,,,,,,,1,0,0,0,0
645,NSW528898,5,fullLeaf,88,18476,20.53,268,8.93,103,3.43,92,,,,,,,,,,,,1,0,0,0,0
1198,NSW931048,1,fullLeaf,98,18474,20.53,262,8.73,103,3.43,123,,,,,,,,,,,,1,0,0,0,0
263,NSW200331,6,fullLeaf,90,18459,20.51,252,8.4,110,3.67,133,,,,,,,,,,,,1,0,0,0,0
506,NSW528138,2,fullLeaf,85,18441,20.49,250,8.33,118,3.93,66,,,,,,,,,,,,1,0,0,0,0
706,NSW528977,1,fullLeaf,92,18441,20.49,240,8,110,3.67,0,,,,,,,,,,,,1,0,0,0,0
18,NSW129329,3,fullLeaf,92,18435,20.48,282,9.4,105,3.5,68,,,,,,,,,,,,1,0,0,0,0
879,NSW530363,3,fullLeaf,94,18424,20.47,192,6.4,141,4.7,39,,,,,,,,,,,,1,0,0,0,0
152,NSW129583,1,fullLeaf,95,18418,20.46,242,8.07,110,3.67,45,,,,,,,,,,,,1,0,0,0,0
962,NSW681405,6,fullLeaf,72,18412,20.46,372,12.4,85,2.83,9,,,,,,,,,,,,1,0,0,0,0
995,NSW772993,5,fullLeaf,84,18412,20.46,220,7.33,119,3.97,111,,,,,,,,,,,,1,0,0,0,0
1162,NSW870112,1,fullLeaf,91,18404,20.45,218,7.27,123,4.1,128,,,,,,,,,,,,1,0,0,0,0
641,NSW528893,2,fullLeaf,97,18372,20.41,326,10.87,90,3,135,,,,,,,,,,,,1,0,0,0,0
833,NSW529251,6,fullLeaf,84,18369,20.41,322,10.73,94,3.13,95,,,,,,,,,,,,1,0,0,0,0
895,NSW530389,2,fullLeaf,86,18367,20.41,248,8.27,113,3.77,1,,,,,,,,,,,,1,0,0,0,0
37,NSW129352,2,fullLeaf,93,18363,20.4,272,9.07,102,3.4,157,,,,,,,,,,,,1,0,0,0,0
97,NSW129515,2,fullLeaf,88,18348,20.39,288,9.6,96,3.2,59,,,,,,,,,,,,1,0,0,0,0
456,NSW520407,4,fullLeaf,94,18338,20.38,216,7.2,119,3.97,151,,,,,,,,,,,,1,0,0,0,0
838,NSW529600,3,fullLeaf,95,18346,20.38,238,7.93,116,3.87,126,,,,,,,,,,,,1,0,0,0,0
888,NSW530378,1,fullLeaf,97,18318,20.35,236,7.87,117,3.9,26,,,,,,,,,,,,1,0,0,0,0
1073,NSW833661,2,fullLeaf,89,18307,20.34,224,7.47,117,3.9,142,,,,,,,,,,,,1,0,0,0,0
651,NSW528904,2,fullLeaf,96,18281,20.31,288,9.6,96,3.2,122,,,,,,,,,,,,1,0,0,0,0
1093,NSW835279,2,fullLeaf,95,18262,20.29,220,7.33,123,4.1,35,1,18491,20,232,123,39,99,95,100,90,97,1,1,1,0,0
425,NSW470031,11,fullLeaf,85,18239,20.27,292,9.73,136,4.53,138,,,,,,,,,,,,1,0,0,0,0
574,NSW528792,2,fullLeaf,96,18244,20.27,288,9.6,98,3.27,123,4,14292,15,276,90,129,128,104,109,95,77,1,1,1,0,0
164,NSW129596,2,fullLeaf,96,18237,20.26,238,7.93,117,3.9,46,,,,,,,,,,,,1,0,0,0,0
159,NSW129590,2,fullLeaf,95,18222,20.25,258,8.6,103,3.43,116,,,,,,,,,,,,1,0,0,0,0
123,NSW129549,4,fullLeaf,92,18218,20.24,248,8.27,113,3.77,20,,,,,,,,,,,,1,0,0,0,0
72,NSW129470,1,fullLeaf,94,18200,20.22,212,7.07,138,4.6,140,,,,,,,,,,,,1,0,0,0,0
12,NSW129323,4,fullLeaf,86,18182,20.2,260,8.67,116,3.87,88,,,,,,,,,,,,1,0,0,0,0
614,NSW528858,3,fullLeaf,81,18173,20.19,232,7.73,145,4.83,159,,,,,,,,,,,,1,0,0,0,0
582,NSW528801,2,fullLeaf,77,18163,20.18,204,6.8,125,4.17,158,,,,,,,,,,,,1,0,0,0,0
756,NSW529089,9,fullLeaf,80,18160,20.18,330,11,99,3.3,35,,,,,,,,,,,,1,0,0,0,0
887,NSW530377,2,fullLeaf,96,18166,20.18,220,7.33,116,3.87,6,,,,,,,,,,,,1,0,0,0,0
125,NSW129552,1,fullLeaf,93,18156,20.17,218,7.27,123,4.1,45,,,,,,,,,,,,1,0,0,0,0
377,NSW379990,2,fullLeaf,91,18139,20.15,210,7,131,4.37,150,,,,,,,,,,,,1,0,0,0,0
425,NSW470031,1,fullLeaf,98,18109,20.12,280,9.33,94,3.13,0,,,,,,,,,,,,1,0,0,0,0
1189,NSW931006,8,fullLeaf,79,18103,20.11,314,10.47,98,3.27,5,,,,,,,,,,,,1,0,0,0,0
430,NSW48275,6,fullLeaf,80,18086,20.1,290,9.67,107,3.57,13,,,,,,,,,,,,1,0,0,0,0
933,NSW533074,5,fullLeaf,74,18070,20.08,210,7,134,4.47,98,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,10,fullLeaf,93,18071,20.08,226,7.53,115,3.83,102,,,,,,,,,,,,1,0,0,0,0
262,NSW200105,4,fullLeaf,95,18060,20.07,226,7.53,126,4.2,163,,,,,,,,,,,,1,0,0,0,0
87,NSW129501,6,fullLeaf,76,18050,20.06,252,8.4,112,3.73,1,,,,,,,,,,,,1,0,0,0,0
1061,NSW829678,3,fullLeaf,94,18049,20.05,236,7.87,112,3.73,67,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,5,fullLeaf,96,18044,20.05,226,7.53,124,4.13,24,,,,,,,,,,,,1,0,0,0,0
642,NSW528894,6,fullLeaf,89,18032,20.04,248,8.27,110,3.67,137,,,,,,,,,,,,1,0,0,0,0
1105,NSW835718,2,fullLeaf,93,18035,20.04,260,8.67,127,4.23,162,,,,,,,,,,,,1,0,0,0,0
506,NSW528138,4,fullLeaf,82,18024,20.03,264,8.8,111,3.7,158,,,,,,,,,,,,1,0,0,0,0
964,NSW683562,4,fullLeaf,94,18026,20.03,278,9.27,99,3.3,32,,,,,,,,,,,,1,0,0,0,0
841,NSW529604,6,fullLeaf,79,18008,20.01,264,8.8,108,3.6,22,,,,,,,,,,,,1,0,0,0,0
99,NSW129517,5,fullLeaf,90,17997,20,356,11.87,78,2.6,7,,,,,,,,,,,,1,0,0,1,0
1175,NSW90494,6,fullLeaf,92,18004,20,212,7.07,122,4.07,47,,,,,,,,,,,,1,0,0,0,0
627,NSW528874,2,fullLeaf,92,17982,19.98,214,7.13,124,4.13,19,,,,,,,,,,,,1,0,0,0,0
649,NSW528902,7,fullLeaf,78,17975,19.97,272,9.07,98,3.27,145,,,,,,,,,,,,1,0,0,0,0
34,NSW129349,2,fullLeaf,92,17962,19.96,208,6.93,121,4.03,142,,,,,,,,,,,,1,0,0,0,0
646,NSW528899,3,fullLeaf,92,17933,19.93,270,9,102,3.4,73,,,,,,,,,,,,1,0,0,0,0
1126,NSW836080,3,fullLeaf,79,17924,19.92,192,6.4,133,4.43,39,,,,,,,,,,,,1,0,0,0,0
941,NSW593503,3,fullLeaf,90,17917,19.91,218,7.27,122,4.07,8,,,,,,,,,,,,1,0,0,0,0
1048,NSW805330,2,fullLeaf,72,17905,19.89,202,6.73,116,3.87,109,,,,,,,,,,,,1,0,0,0,0
383,NSW387325,6,fullLeaf,86,17892,19.88,226,7.53,129,4.3,160,,,,,,,,,,,,1,0,0,0,0
600,NSW528839,3,fullLeaf,91,17894,19.88,226,7.53,119,3.97,106,,,,,,,,,,,,1,0,0,0,0
1042,NSW805324,5,fullLeaf,72,17893,19.88,218,7.27,119,3.97,74,,,,,,,,,,,,1,0,0,0,0
1066,NSW833597,1,fullLeaf,92,17872,19.86,230,7.67,115,3.83,119,3,18352,20,248,115,121,97,93,100,98,96,1,1,1,0,0
1192,NSW931037,5,fullLeaf,73,17866,19.85,324,10.8,99,3.3,14,,,,,,,,,,,,1,0,0,0,0
11,NSW129322,4,fullLeaf,91,17793,19.77,220,7.33,120,4,45,,,,,,,,,,,,1,0,0,0,0
123,NSW129549,2,fullLeaf,96,17794,19.77,224,7.47,116,3.87,155,,,,,,,,,,,,1,0,0,0,0
433,NSW496209,7,fullLeaf,84,17791,19.77,298,9.93,97,3.23,125,,,,,,,,,,,,1,0,0,0,0
472,NSW528101,2,fullLeaf,97,17779,19.75,232,7.73,114,3.8,125,,,,,,,,,,,,1,0,0,0,0
666,NSW528926,1,fullLeaf,95,17774,19.75,250,8.33,106,3.53,1,,,,,,,,,,,,1,0,0,0,0
577,NSW528795,5,fullLeaf,81,17755,19.73,234,7.8,115,3.83,164,,,,,,,,,,,,1,0,0,1,0
871,NSW529876,2,fullLeaf,96,17754,19.73,244,8.13,108,3.6,143,,,,,,,,,,,,1,0,0,0,0
1050,NSW805332,1,fullLeaf,98,17728,19.7,252,8.4,107,3.57,146,2,17911,19,256,106,147,99,98,101,99,95,1,1,1,0,0
1212,NSW937141,8,fullLeaf,87,17724,19.69,256,8.53,109,3.63,52,,,,,,,,,,,,1,0,0,0,0
577,NSW528795,1,fullLeaf,91,17716,19.68,272,9.07,95,3.17,70,1,17832,19,270,97,68,99,101,98,103,96,1,1,1,0,0
477,NSW528106,1,fullLeaf,98,17673,19.64,250,8.33,104,3.47,11,,,,,,,,,,,,1,0,0,0,0
478,NSW528107,3,fullLeaf,97,17674,19.64,256,8.53,109,3.63,127,,,,,,,,,,,,1,0,0,0,0
15,NSW129326,4,fullLeaf,86,17667,19.63,246,8.2,109,3.63,159,,,,,,,,,,,,1,0,0,0,0
672,NSW528936,5,fullLeaf,82,17670,19.63,264,8.8,97,3.23,85,,,,,,,,,,,,1,0,0,0,0
924,NSW533064,5,fullLeaf,83,17667,19.63,276,9.2,94,3.13,0,,,,,,,,,,,,1,0,0,0,0
101,NSW129519,2,fullLeaf,89,17645,19.61,308,10.27,85,2.83,122,1,19848,22,348,89,122,89,89,96,100,86,1,1,1,0,0
627,NSW528874,5,fullLeaf,88,17637,19.6,224,7.47,116,3.87,137,,,,,,,,,,,,1,0,0,0,0
341,NSW298832,5,fullLeaf,95,17610,19.57,252,8.4,101,3.37,6,,,,,,,,,,,,1,0,0,0,0
1094,NSW835455,1,fullLeaf,97,17596,19.55,302,10.07,86,2.87,111,,,,,,,,,,,,1,0,0,0,0
1111,NSW835727,2,fullLeaf,87,17592,19.55,270,9,104,3.47,9,,,,,,,,,,,,1,0,0,0,0
1119,NSW835741,2,fullLeaf,97,17586,19.54,218,7.27,112,3.73,1,,,,,,,,,,,,1,0,0,0,0
888,NSW530378,3,fullLeaf,96,17574,19.53,242,8.07,111,3.7,97,,,,,,,,,,,,1,0,0,0,0
614,NSW528858,4,fullLeaf,70,17564,19.52,218,7.27,132,4.4,19,,,,,,,,,,,,1,0,0,0,0
86,NSW129500,2,fullLeaf,94,17557,19.51,230,7.67,112,3.73,99,,,,,,,,,,,,1,0,0,0,0
123,NSW129549,5,fullLeaf,79,17558,19.51,226,7.53,119,3.97,30,,,,,,,,,,,,1,0,0,0,0
1007,NSW792675,2,fullLeaf,94,17563,19.51,238,7.93,108,3.6,1,,,,,,,,,,,,1,0,0,0,0
1120,NSW835742,4,fullLeaf,93,17555,19.51,224,7.47,113,3.77,116,,,,,,,,,,,,1,0,0,0,0
264,NSW200334,1,fullLeaf,97,17542,19.49,322,10.73,85,2.83,9,,,,,,,,,,,,1,0,0,0,0
956,NSW672714,8,fullLeaf,86,17545,19.49,238,7.93,111,3.7,81,,,,,,,,,,,,1,0,0,0,0
137,NSW129568,1,fullLeaf,80,17524,19.47,246,8.2,109,3.63,81,,,,,,,,,,,,1,0,0,0,0
873,NSW529878,8,fullLeaf,74,17524,19.47,262,8.73,100,3.33,81,,,,,,,,,,,,1,0,0,0,0
654,NSW528910,1,fullLeaf,95,17504,19.45,322,10.73,78,2.6,163,,,,,,,,,,,,1,0,0,0,0
1008,NSW795495,1,fullLeaf,96,17456,19.4,244,8.13,108,3.6,147,,,,,,,,,,,,1,0,0,0,0
877,NSW529882,5,fullLeaf,81,17448,19.39,248,8.27,116,3.87,66,,,,,,,,,,,,1,0,0,0,0
888,NSW530378,5,fullLeaf,95,17453,19.39,232,7.73,113,3.77,18,,,,,,,,,,,,1,0,0,0,0
1035,NSW805317,4,fullLeaf,79,17454,19.39,320,10.67,91,3.03,0,,,,,,,,,,,,1,0,0,0,0
641,NSW528893,1,fullLeaf,97,17403,19.34,326,10.87,78,2.6,140,,,,,,,,,,,,1,0,0,0,0
1052,NSW809724,7,fullLeaf,71,17397,19.33,340,11.33,100,3.33,18,,,,,,,,,,,,1,0,0,0,0
1009,NSW795518,1,fullLeaf,97,17387,19.32,238,7.93,104,3.47,18,,,,,,,,,,,,1,0,0,0,0
762,NSW529095,3,fullLeaf,96,17377,19.31,248,8.27,100,3.33,5,,,,,,,,,,,,1,0,0,0,0
377,NSW379990,3,fullLeaf,80,17373,19.3,206,6.87,117,3.9,137,,,,,,,,,,,,1,0,0,0,0
633,NSW528882,5,fullLeaf,74,17369,19.3,198,6.6,121,4.03,107,,,,,,,,,,,,1,0,0,0,0
1168,NSW892630,4,fullLeaf,73,17365,19.29,180,6,130,4.33,119,,,,,,,,,,,,1,0,0,0,0
473,NSW528102,3,fullLeaf,94,17351,19.28,278,9.27,96,3.2,69,,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,2,fullLeaf,96,17340,19.27,248,8.27,107,3.57,13,,,,,,,,,,,,1,0,0,0,0
370,NSW379983,8,fullLeaf,71,17330,19.26,204,6.8,117,3.9,120,,,,,,,,,,,,1,0,0,0,0
653,NSW528907,5,fullLeaf,94,17307,19.23,278,9.27,102,3.4,48,,,,,,,,,,,,1,0,0,0,0
1106,NSW835720,2,fullLeaf,93,17295,19.22,236,7.87,112,3.73,112,,,,,,,,,,,,1,0,0,0,0
1226,NSW989318,1,fullLeaf,96,17302,19.22,242,8.07,99,3.3,45,,,,,,,,,,,,1,0,0,0,0
467,NSW528096,5,fullLeaf,77,17256,19.17,252,8.4,118,3.93,41,,,,,,,,,,,,1,0,0,0,0
962,NSW681405,2,fullLeaf,97,17243,19.16,344,11.47,74,2.47,4,,,,,,,,,,,,1,0,0,0,0
1,NSW1001008,4,fullLeaf,84,17232,19.15,200,6.67,122,4.07,11,,,,,,,,,,,,1,0,0,0,0
122,NSW129548,3,fullLeaf,76,17225,19.14,238,7.93,119,3.97,147,,,,,,,,,,,,1,0,0,0,0
862,NSW529851,6,fullLeaf,76,17222,19.14,176,5.87,143,4.77,12,,,,,,,,,,,,1,0,0,0,0
889,NSW530379,1,fullLeaf,97,17228,19.14,244,8.13,109,3.63,14,,,,,,,,,,,,1,0,0,0,0
1056,NSW822930,1,fullLeaf,98,17227,19.14,266,8.87,98,3.27,25,,,,,,,,,,,,1,0,0,0,0
1165,NSW870241,12,fullLeaf,90,17226,19.14,270,9,94,3.13,28,4,17499,19,298,95,29,98,91,99,97,93,1,1,1,0,0
374,NSW379987,1,fullLeaf,91,17195,19.11,214,7.13,116,3.87,1,,,,,,,,,,,,1,0,0,0,0
100,NSW129518,2,fullLeaf,96,17182,19.09,276,9.2,96,3.2,96,,,,,,,,,,,,1,0,0,0,0
700,NSW528971,13,fullLeaf,80,17164,19.07,224,7.47,115,3.83,75,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,6,fullLeaf,95,17153,19.06,200,6.67,124,4.13,138,,,,,,,,,,,,1,0,0,0,0
862,NSW529851,1,fullLeaf,97,17143,19.05,222,7.4,115,3.83,134,,,,,,,,,,,,1,0,0,0,0
618,NSW528862,1,fullLeaf,93,17140,19.04,188,6.27,136,4.53,126,,,,,,,,,,,,1,0,0,0,0
863,NSW529852,11,fullLeaf,73,17140,19.04,270,9,111,3.7,4,,,,,,,,,,,,1,0,0,0,0
462,NSW52381,6,fullLeaf,72,17128,19.03,224,7.47,119,3.97,76,,,,,,,,,,,,1,0,0,0,0
737,NSW529014,2,fullLeaf,94,17108,19.01,198,6.6,123,4.1,8,,,,,,,,,,,,1,0,0,0,0
156,NSW129587,4,fullLeaf,88,17100,19,210,7,124,4.13,159,,,,,,,,,,,,1,0,0,0,0
925,NSW533065,1,fullLeaf,97,17097,19,242,8.07,102,3.4,144,,,,,,,,,,,,1,0,0,0,0
439,NSW496306,1,fullLeaf,93,17082,18.98,218,7.27,109,3.63,126,,,,,,,,,,,,1,0,0,0,0
571,NSW528788,2,fullLeaf,78,17073,18.97,186,6.2,131,4.37,126,3,17500,19,206,129,135,98,90,102,93,94,1,1,1,0,0
417,NSW452051,4,fullLeaf,95,17058,18.95,204,6.8,106,3.53,1,,,,,,,,,,,,1,0,0,0,0
878,NSW530362,4,fullLeaf,95,17055,18.95,276,9.2,109,3.63,70,,,,,,,,,,,,1,0,0,0,0
1146,NSW842492,2,fullLeaf,98,17056,18.95,298,9.93,90,3,139,,,,,,,,,,,,1,0,0,0,0
15,NSW129326,7,fullLeaf,81,17033,18.93,212,7.07,131,4.37,152,,,,,,,,,,,,1,0,0,0,0
475,NSW528104,4,fullLeaf,87,17036,18.93,226,7.53,113,3.77,103,,,,,,,,,,,,1,0,0,0,0
574,NSW528792,5,fullLeaf,81,17037,18.93,208,6.93,124,4.13,10,,,,,,,,,,,,1,0,0,1,0
878,NSW530362,2,fullLeaf,97,17035,18.93,270,9,105,3.5,102,,,,,,,,,,,,1,0,0,0,0
1047,NSW805329,4,fullLeaf,93,17037,18.93,202,6.73,122,4.07,55,,,,,,,,,,,,1,0,0,0,0
971,NSW699191,1,fullLeaf,97,17020,18.91,208,6.93,106,3.53,1,,,,,,,,,,,,1,0,0,0,0
997,NSW777269,2,fullLeaf,96,17000,18.89,296,9.87,89,2.97,29,,,,,,,,,,,,1,0,0,0,0
1135,NSW836120,5,fullLeaf,85,17002,18.89,188,6.27,129,4.3,0,,,,,,,,,,,,1,0,0,0,0
1111,NSW835727,1,fullLeaf,98,16988,18.88,250,8.33,106,3.53,161,,,,,,,,,,,,1,0,0,0,0
264,NSW200334,5,fullLeaf,72,16986,18.87,328,10.93,77,2.57,99,,,,,,,,,,,,1,0,0,0,0
267,NSW200362,4,fullLeaf,91,16986,18.87,224,7.47,109,3.63,3,,,,,,,,,,,,1,0,0,0,0
873,NSW529878,4,fullLeaf,82,16973,18.86,296,9.87,84,2.8,0,,,,,,,,,,,,1,0,0,0,0
296,NSW255718,6,fullLeaf,77,16967,18.85,228,7.6,120,4,56,,,,,,,,,,,,1,0,0,0,0
482,NSW528112,12,fullLeaf,80,16968,18.85,214,7.13,114,3.8,147,,,,,,,,,,,,1,0,0,0,0
829,NSW529247,3,fullLeaf,89,16952,18.84,194,6.47,128,4.27,0,,,,,,,,,,,,1,0,0,0,0
14,NSW129325,1,fullLeaf,92,16943,18.83,200,6.67,119,3.97,10,,,,,,,,,,,,1,0,0,0,0
229,NSW129672,3,fullLeaf,95,16947,18.83,270,9,94,3.13,16,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,13,fullLeaf,86,16926,18.81,188,6.27,119,3.97,7,,,,,,,,,,,,1,0,0,0,0
436,NSW496246,3,fullLeaf,97,16923,18.8,234,7.8,110,3.67,23,,,,,,,,,,,,1,0,0,0,0
756,NSW529089,6,fullLeaf,87,16923,18.8,248,8.27,107,3.57,131,,,,,,,,,,,,1,0,0,0,0
783,NSW529174,8,fullLeaf,82,16924,18.8,226,7.53,104,3.47,0,,,,,,,,,,,,1,0,0,0,0
642,NSW528894,3,fullLeaf,98,16912,18.79,256,8.53,91,3.03,3,,,,,,,,,,,,1,0,0,0,0
383,NSW387325,7,fullLeaf,71,16892,18.77,242,8.07,117,3.9,5,,,,,,,,,,,,1,0,0,0,0
895,NSW530389,3,fullLeaf,84,16895,18.77,170,5.67,138,4.6,62,,,,,,,,,,,,1,0,0,0,0
565,NSW528782,4,fullLeaf,83,16873,18.75,174,5.8,130,4.33,135,,,,,,,,,,,,1,0,0,0,0
1078,NSW834920,6,fullLeaf,84,16878,18.75,240,8,120,4,155,,,,,,,,,,,,1,0,0,0,0
422,NSW461103,2,fullLeaf,95,16866,18.74,224,7.47,114,3.8,146,,,,,,,,,,,,1,0,0,0,0
