Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,cm Area Validaiton,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
895,NSW530389,6,fullLeaf,78,16867,18.74,190,6.33,130,4.33,19,,,,,,,,,,,,1,0,0,0,0
1209,NSW934190,5,fullLeaf,87,16866,18.74,250,8.33,98,3.27,42,,,,,,,,,,,,1,0,0,0,0
1145,NSW842467,3,fullLeaf,72,16859,18.73,212,7.07,112,3.73,51,,,,,,,,,,,,1,0,0,0,0
125,NSW129552,7,fullLeaf,79,16836,18.71,212,7.07,110,3.67,72,,,,,,,,,,,,1,0,0,0,0
863,NSW529852,8,fullLeaf,87,16815,18.68,220,7.33,114,3.8,32,,,,,,,,,,,,1,0,0,0,0
889,NSW530379,3,fullLeaf,96,16813,18.68,226,7.53,110,3.67,27,,,,,,,,,,,,1,0,0,0,0
1228,NSW997539,5,fullLeaf,93,16808,18.68,294,9.8,92,3.07,1,,,,,,,,,,,,1,0,0,0,0
264,NSW200334,3,fullLeaf,87,16799,18.67,266,8.87,90,3,99,,,,,,,,,,,,1,0,0,0,0
840,NSW529603,3,fullLeaf,97,16801,18.67,226,7.53,105,3.5,0,,,,,,,,,,,,1,0,0,0,0
372,NSW379985,10,fullLeaf,82,16797,18.66,212,7.07,126,4.2,32,,,,,,,,,,,,1,0,0,0,0
788,NSW529180,5,fullLeaf,83,16781,18.65,282,9.4,103,3.43,53,,,,,,,,,,,,1,0,0,0,0
840,NSW529603,11,fullLeaf,88,16787,18.65,316,10.53,85,2.83,160,,,,,,,,,,,,1,0,0,0,0
373,NSW379986,1,fullLeaf,95,16776,18.64,200,6.67,127,4.23,141,,,,,,,,,,,,1,0,0,0,0
479,NSW528109,2,fullLeaf,95,16763,18.63,238,7.93,105,3.5,152,,,,,,,,,,,,1,0,0,0,0
783,NSW529174,7,fullLeaf,84,16770,18.63,234,7.8,108,3.6,10,,,,,,,,,,,,1,0,0,0,0
884,NSW530372,12,fullLeaf,71,16765,18.63,200,6.67,128,4.27,112,,,,,,,,,,,,1,0,0,0,0
567,NSW528784,2,fullLeaf,87,16743,18.6,226,7.53,109,3.63,67,,,,,,,,,,,,1,0,0,0,0
1130,NSW836091,5,fullLeaf,75,16737,18.6,248,8.27,100,3.33,130,,,,,,,,,,,,1,0,0,0,0
784,NSW529176,4,fullLeaf,73,16693,18.55,248,8.27,102,3.4,68,,,,,,,,,,,,1,0,0,0,0
1126,NSW836080,5,fullLeaf,75,16684,18.54,210,7,103,3.43,5,,,,,,,,,,,,1,0,0,0,0
12,NSW129323,6,fullLeaf,76,16680,18.53,206,6.87,128,4.27,130,,,,,,,,,,,,1,0,0,0,0
467,NSW528096,1,fullLeaf,89,16676,18.53,226,7.53,111,3.7,116,,,,,,,,,,,,1,0,0,0,0
663,NSW528921,3,fullLeaf,90,16656,18.51,212,7.07,117,3.9,94,,,,,,,,,,,,1,0,0,0,0
649,NSW528902,8,fullLeaf,77,16647,18.5,264,8.8,97,3.23,127,,,,,,,,,,,,1,0,0,0,0
1056,NSW822930,6,fullLeaf,89,16633,18.48,270,9,95,3.17,77,,,,,,,,,,,,1,0,0,0,0
1067,NSW833598,6,fullLeaf,85,16634,18.48,234,7.8,108,3.6,79,3,17037,18,240,111,80,98,97,97,99,96,1,1,1,0,0
370,NSW379983,1,fullLeaf,97,16622,18.47,230,7.67,101,3.37,6,,,,,,,,,,,,1,0,0,0,0
971,NSW699191,4,fullLeaf,90,16582,18.42,266,8.87,98,3.27,93,,,,,,,,,,,,1,0,0,0,0
299,NSW256509,3,fullLeaf,91,16572,18.41,206,6.87,114,3.8,156,,,,,,,,,,,,1,0,0,0,0
1113,NSW835730,6,fullLeaf,89,16571,18.41,242,8.07,106,3.53,68,,,,,,,,,,,,1,0,0,0,0
1189,NSW931006,3,fullLeaf,96,16562,18.4,246,8.2,102,3.4,25,3,16911,18,270,100,28,98,91,102,89,95,1,1,1,0,0
926,NSW533066,10,fullLeaf,84,16543,18.38,228,7.6,102,3.4,27,,,,,,,,,,,,1,0,0,0,0
738,NSW529015,2,fullLeaf,93,16497,18.33,222,7.4,119,3.97,1,,,,,,,,,,,,1,0,0,0,0
651,NSW528904,3,fullLeaf,95,16492,18.32,290,9.67,85,2.83,18,,,,,,,,,,,,1,0,0,0,0
472,NSW528101,5,fullLeaf,94,16457,18.29,210,7,106,3.53,28,,,,,,,,,,,,1,0,0,0,0
443,NSW496347,1,fullLeaf,96,16456,18.28,196,6.53,129,4.3,0,,,,,,,,,,,,1,0,0,0,0
453,NSW520289,4,fullLeaf,88,16454,18.28,280,9.33,91,3.03,5,,,,,,,,,,,,1,0,0,0,0
581,NSW528800,5,fullLeaf,81,16456,18.28,178,5.93,120,4,1,,,,,,,,,,,,1,0,0,0,0
866,NSW529855,1,fullLeaf,93,16448,18.28,170,5.67,140,4.67,0,,,,,,,,,,,,1,0,0,0,0
840,NSW529603,1,fullLeaf,99,16444,18.27,250,8.33,102,3.4,132,,,,,,,,,,,,1,0,0,0,0
101,NSW129519,5,fullLeaf,78,16432,18.26,336,11.2,83,2.77,28,5,20510,22,360,90,28,80,93,92,100,79,1,1,1,0,0
384,NSW387326,3,fullLeaf,93,16412,18.24,232,7.73,103,3.43,8,,,,,,,,,,,,1,0,0,0,0
645,NSW528898,6,fullLeaf,87,16407,18.23,250,8.33,101,3.37,15,,,,,,,,,,,,1,0,0,0,0
953,NSW635419,2,fullLeaf,94,16399,18.22,288,9.6,86,2.87,64,,,,,,,,,,,,1,0,0,0,0
759,NSW529092,5,fullLeaf,84,16367,18.19,226,7.53,97,3.23,4,,,,,,,,,,,,1,0,0,0,0
144,NSW129575,3,fullLeaf,77,16337,18.15,194,6.47,124,4.13,83,,,,,,,,,,,,1,0,0,0,0
1147,NSW84264,3,fullLeaf,87,16337,18.15,234,7.8,102,3.4,98,,,,,,,,,,,,1,0,0,0,0
1191,NSW931034,5,fullLeaf,84,16335,18.15,286,9.53,91,3.03,15,,,,,,,,,,,,1,0,0,0,0
1055,NSW821105,3,fullLeaf,90,16322,18.14,226,7.53,113,3.77,139,,,,,,,,,,,,1,0,0,0,0
1184,NSW930783,3,fullLeaf,89,16324,18.14,224,7.47,109,3.63,104,,,,,,,,,,,,1,0,0,0,0
1202,NSW933602,4,fullLeaf,85,16322,18.14,210,7,113,3.77,125,,,,,,,,,,,,1,0,0,0,0
1212,NSW937141,7,fullLeaf,89,16330,18.14,254,8.47,95,3.17,11,,,,,,,,,,,,1,0,0,0,0
1006,NSW787317,11,fullLeaf,76,16320,18.13,226,7.53,108,3.6,70,,,,,,,,,,,,1,0,0,0,0
97,NSW129515,7,fullLeaf,77,16311,18.12,212,7.07,108,3.6,124,,,,,,,,,,,,1,0,0,0,0
714,NSW528987,1,fullLeaf,98,16286,18.1,214,7.13,108,3.6,4,,,,,,,,,,,,1,0,0,0,0
965,NSW684370,4,fullLeaf,77,16289,18.1,176,5.87,127,4.23,98,,,,,,,,,,,,1,0,0,0,0
873,NSW529878,7,fullLeaf,74,16276,18.08,314,10.47,88,2.93,130,,,,,,,,,,,,1,0,0,0,0
872,NSW529877,6,fullLeaf,76,16259,18.07,212,7.07,105,3.5,99,3,16684,18,212,111,93,97,100,95,106,95,1,1,1,0,0
1022,NSW805302,2,fullLeaf,94,16217,18.02,186,6.2,116,3.87,134,,,,,,,,,,,,1,0,0,0,0
1042,NSW805324,2,fullLeaf,92,16214,18.02,246,8.2,96,3.2,103,,,,,,,,,,,,1,0,0,0,0
454,NSW520405,13,fullLeaf,88,16205,18.01,246,8.2,103,3.43,70,,,,,,,,,,,,1,0,0,0,0
354,NSW363322,8,fullLeaf,79,16193,17.99,278,9.27,93,3.1,33,,,,,,,,,,,,1,0,0,0,0
980,NSW755478,4,fullLeaf,86,16162,17.96,258,8.6,90,3,63,,,,,,,,,,,,1,0,0,0,0
651,NSW528904,1,fullLeaf,97,16149,17.94,280,9.33,81,2.7,48,,,,,,,,,,,,1,0,0,0,0
895,NSW530389,1,fullLeaf,96,16150,17.94,208,6.93,117,3.9,39,,,,,,,,,,,,1,0,0,0,0
456,NSW520407,3,fullLeaf,94,16136,17.93,198,6.6,115,3.83,41,,,,,,,,,,,,1,0,0,0,0
645,NSW528898,7,fullLeaf,84,16140,17.93,270,9,106,3.53,25,,,,,,,,,,,,1,0,0,0,0
1085,NSW834933,2,fullLeaf,97,16115,17.91,220,7.33,109,3.63,118,,,,,,,,,,,,1,0,0,0,0
429,NSW475457,4,fullLeaf,95,16110,17.9,214,7.13,109,3.63,9,2,16347,18,224,112,6,99,96,97,150,95,1,1,1,0,0
884,NSW530372,3,fullLeaf,92,16095,17.88,226,7.53,113,3.77,56,,,,,,,,,,,,1,0,0,0,0
394,NSW395555,2,fullLeaf,96,16043,17.83,254,8.47,95,3.17,1,,,,,,,,,,,,1,0,0,0,0
1097,NSW835460,7,fullLeaf,71,16024,17.8,200,6.67,121,4.03,1,,,,,,,,,,,,1,0,0,0,0
1157,NSW85081,11,fullLeaf,71,16019,17.8,142,4.73,156,5.2,359,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,3,fullLeaf,97,16012,17.79,228,7.6,105,3.5,17,,,,,,,,,,,,1,0,0,0,0
88,NSW129502,4,fullLeaf,88,15979,17.75,212,7.07,120,4,94,,,,,,,,,,,,1,0,0,0,0
475,NSW528104,6,fullLeaf,75,15969,17.74,210,7,113,3.77,73,,,,,,,,,,,,1,0,0,0,0
509,NSW528141,3,fullLeaf,97,15939,17.71,238,7.93,108,3.6,15,,,,,,,,,,,,1,0,0,0,0
879,NSW530363,6,fullLeaf,91,15936,17.71,206,6.87,118,3.93,42,,,,,,,,,,,,1,0,0,0,0
1184,NSW930783,7,fullLeaf,81,15936,17.71,210,7,110,3.67,50,,,,,,,,,,,,1,0,0,0,0
549,NSW528765,13,fullLeaf,82,15929,17.7,234,7.8,100,3.33,146,,,,,,,,,,,,1,0,0,0,0
837,NSW52960,4,fullLeaf,86,15933,17.7,228,7.6,95,3.17,99,,,,,,,,,,,,1,0,0,0,0
975,NSW732415,2,fullLeaf,94,15932,17.7,224,7.47,101,3.37,126,1,16183,17,240,101,126,98,93,100,100,94,1,1,1,0,0
69,NSW129467,2,fullLeaf,93,15924,17.69,262,8.73,95,3.17,0,,,,,,,,,,,,1,0,0,0,0
1022,NSW805302,4,fullLeaf,79,15922,17.69,264,8.8,98,3.27,1,,,,,,,,,,,,1,0,0,0,0
1225,NSW986301,15,fullLeaf,78,15917,17.69,204,6.8,113,3.77,28,,,,,,,,,,,,1,0,0,0,0
926,NSW533066,11,fullLeaf,73,15905,17.67,224,7.47,104,3.47,105,,,,,,,,,,,,1,0,0,0,0
74,NSW129472,1,fullLeaf,78,15897,17.66,216,7.2,110,3.67,140,,,,,,,,,,,,1,0,0,0,0
258,NSW137001,1,fullLeaf,93,15873,17.64,242,8.07,101,3.37,109,,,,,,,,,,,,1,0,0,0,0
97,NSW129515,4,fullLeaf,84,15864,17.63,270,9,86,2.87,59,,,,,,,,,,,,1,0,0,0,0
1079,NSW834921,2,fullLeaf,94,15868,17.63,170,5.67,125,4.17,144,,,,,,,,,,,,1,0,0,0,0
143,NSW129574,1,fullLeaf,96,15857,17.62,224,7.47,106,3.53,0,,,,,,,,,,,,1,0,0,0,0
483,NSW528113,2,fullLeaf,97,15831,17.59,262,8.73,95,3.17,126,,,,,,,,,,,,1,0,0,0,0
579,NSW528798,1,fullLeaf,94,15834,17.59,178,5.93,121,4.03,3,,,,,,,,,,,,1,0,0,0,0
101,NSW129519,4,fullLeaf,82,15826,17.58,292,9.73,78,2.6,159,3,18532,20,336,93,154,85,87,84,103,82,1,1,1,0,0
447,NSW506907,5,fullLeaf,90,15820,17.58,256,8.53,102,3.4,7,,,,,,,,,,,,1,0,0,0,0
70,NSW129468,2,fullLeaf,86,15815,17.57,214,7.13,115,3.83,28,5,16854,18,242,118,26,94,88,97,108,94,1,1,1,0,0
444,NSW496478,1,fullLeaf,97,15806,17.56,210,7,108,3.6,1,,,,,,,,,,,,1,0,0,0,0
474,NSW528103,10,fullLeaf,88,15796,17.55,272,9.07,94,3.13,130,,,,,,,,,,,,1,0,0,0,0
1166,NSW881007,3,fullLeaf,94,15794,17.55,206,6.87,115,3.83,58,,,,,,,,,,,,1,0,0,0,0
417,NSW452051,7,fullLeaf,89,15783,17.54,240,8,105,3.5,160,,,,,,,,,,,,1,0,0,0,0
927,NSW533067,1,fullLeaf,94,15786,17.54,266,8.87,91,3.03,3,,,,,,,,,,,,1,0,0,0,0
125,NSW129552,8,fullLeaf,73,15780,17.53,190,6.33,121,4.03,55,,,,,,,,,,,,1,0,0,0,0
233,NSW129677,1,fullLeaf,85,15779,17.53,286,9.53,79,2.63,129,2,17495,19,318,87,130,90,90,91,99,89,1,1,1,0,0
887,NSW530377,1,fullLeaf,96,15775,17.53,180,6,121,4.03,116,,,,,,,,,,,,1,0,0,0,0
1055,NSW821105,2,fullLeaf,90,15764,17.52,228,7.6,108,3.6,67,,,,,,,,,,,,1,0,0,0,0
839,NSW529601,1,fullLeaf,90,15738,17.49,216,7.2,106,3.53,136,,,,,,,,,,,,1,0,0,0,0
627,NSW528874,3,fullLeaf,91,15723,17.47,232,7.73,102,3.4,150,,,,,,,,,,,,1,0,0,0,0
1119,NSW835741,8,fullLeaf,87,15700,17.44,236,7.87,97,3.23,156,,,,,,,,,,,,1,0,0,0,0
672,NSW528936,4,fullLeaf,93,15691,17.43,248,8.27,91,3.03,154,,,,,,,,,,,,1,0,0,0,0
1105,NSW835718,3,fullLeaf,92,15691,17.43,240,8,101,3.37,62,,,,,,,,,,,,1,0,0,0,0
296,NSW255718,4,fullLeaf,84,15675,17.42,216,7.2,106,3.53,35,,,,,,,,,,,,1,0,0,0,0
1175,NSW90494,2,fullLeaf,94,15674,17.42,210,7,108,3.6,16,,,,,,,,,,,,1,0,0,0,0
1224,NSW986300,5,fullLeaf,89,15681,17.42,214,7.13,101,3.37,0,,,,,,,,,,,,1,0,0,0,0
950,NSW624215,1,fullLeaf,96,15623,17.36,230,7.67,98,3.27,0,,,,,,,,,,,,1,0,0,0,0
1165,NSW870241,15,fullLeaf,82,15628,17.36,244,8.13,103,3.43,30,,,,,,,,,,,,1,0,0,1,0
1189,NSW931006,1,fullLeaf,98,15627,17.36,246,8.2,97,3.23,148,2,15729,17,258,96,147,99,95,101,101,96,1,1,1,0,0
444,NSW496478,6,fullLeaf,84,15615,17.35,210,7,111,3.7,85,,,,,,,,,,,,1,0,0,0,0
1165,NSW870241,17,fullLeaf,72,15608,17.34,250,8.33,88,2.93,49,1,16805,18,280,94,50,93,89,94,98,92,1,1,1,0,0
263,NSW200331,8,fullLeaf,74,15597,17.33,218,7.27,118,3.93,32,,,,,,,,,,,,1,0,0,0,0
365,NSW379976,1,fullLeaf,97,15598,17.33,272,9.07,86,2.87,5,,,,,,,,,,,,1,0,0,0,0
484,NSW528114,10,fullLeaf,84,15579,17.31,228,7.6,103,3.43,116,,,,,,,,,,,,1,0,0,0,0
148,NSW129579,2,fullLeaf,82,15568,17.3,188,6.27,124,4.13,67,,,,,,,,,,,,1,0,0,0,0
644,NSW528897,4,fullLeaf,92,15551,17.28,202,6.73,146,4.87,27,,,,,,,,,,,,1,0,0,0,0
134,NSW129564,3,fullLeaf,94,15543,17.27,218,7.27,107,3.57,129,,,,,,,,,,,,1,0,0,0,0
1165,NSW870241,4,fullLeaf,95,15522,17.25,246,8.2,91,3.03,151,3,15641,17,280,94,149,99,88,97,101,94,1,1,1,0,0
12,NSW129323,7,fullLeaf,73,15514,17.24,212,7.07,106,3.53,6,,,,,,,,,,,,1,0,0,0,0
681,NSW528948,6,fullLeaf,81,15514,17.24,242,8.07,96,3.2,155,,,,,,,,,,,,1,0,0,0,0
950,NSW624215,4,fullLeaf,70,15514,17.24,240,8,112,3.73,92,,,,,,,,,,,,1,0,0,0,0
720,NSW528994,9,fullLeaf,70,15508,17.23,232,7.73,98,3.27,97,,,,,,,,,,,,1,0,0,0,0
912,NSW533050,3,fullLeaf,96,15492,17.21,214,7.13,102,3.4,107,,,,,,,,,,,,1,0,0,0,0
273,NSW208413,2,fullLeaf,87,15481,17.2,216,7.2,117,3.9,148,,,,,,,,,,,,1,0,0,0,0
422,NSW461103,1,fullLeaf,95,15478,17.2,220,7.33,103,3.43,48,,,,,,,,,,,,1,0,0,0,0
895,NSW530389,8,fullLeaf,76,15477,17.2,182,6.07,139,4.63,57,,,,,,,,,,,,1,0,0,0,0
128,NSW129557,2,fullLeaf,92,15467,17.19,194,6.47,115,3.83,69,,,,,,,,,,,,1,0,0,0,0
128,NSW129557,5,fullLeaf,88,15467,17.19,180,6,122,4.07,131,,,,,,,,,,,,1,0,0,0,0
1131,NSW836100,2,fullLeaf,87,15459,17.18,178,5.93,126,4.2,17,,,,,,,,,,,,1,0,0,0,0
997,NSW777269,1,fullLeaf,97,15456,17.17,308,10.27,80,2.67,125,,,,,,,,,,,,1,0,0,0,0
813,NSW529207,5,fullLeaf,93,15442,17.16,232,7.73,131,4.37,103,,,,,,,,,,,,1,0,0,0,0
1186,NSW930805,6,fullLeaf,88,15448,17.16,204,6.8,113,3.77,148,,,,,,,,,,,,1,0,0,0,0
353,NSW363321,2,fullLeaf,96,15438,17.15,266,8.87,90,3,35,,,,,,,,,,,,1,0,0,0,0
530,NSW528399,7,fullLeaf,93,15438,17.15,236,7.87,99,3.3,0,,,,,,,,,,,,1,0,0,0,0
1025,NSW805306,2,fullLeaf,95,15434,17.15,212,7.07,108,3.6,140,,,,,,,,,,,,1,0,0,0,0
1075,NSW833663,7,fullLeaf,80,15428,17.14,238,7.93,104,3.47,152,,,,,,,,,,,,1,0,0,1,0
483,NSW528113,6,fullLeaf,89,15417,17.13,246,8.2,92,3.07,1,,,,,,,,,,,,1,0,0,0,0
84,NSW129498,1,fullLeaf,92,15409,17.12,204,6.8,107,3.57,1,,,,,,,,,,,,1,0,0,0,0
589,NSW528828,7,fullLeaf,93,15397,17.11,248,8.27,93,3.1,86,,,,,,,,,,,,1,0,0,0,0
1036,NSW805318,1,fullLeaf,97,15397,17.11,208,6.93,106,3.53,155,,,,,,,,,,,,1,0,0,0,0
582,NSW528801,1,fullLeaf,91,15381,17.09,198,6.6,118,3.93,45,,,,,,,,,,,,1,0,0,0,0
878,NSW530362,3,fullLeaf,95,15383,17.09,244,8.13,94,3.13,2,,,,,,,,,,,,1,0,0,0,0
931,NSW533072,3,fullLeaf,96,15345,17.05,220,7.33,127,4.23,157,,,,,,,,,,,,1,0,0,0,0
619,NSW528863,4,fullLeaf,81,15331,17.03,222,7.4,105,3.5,148,,,,,,,,,,,,1,0,0,0,0
663,NSW528921,4,fullLeaf,88,15312,17.01,208,6.93,100,3.33,0,,,,,,,,,,,,1,0,0,0,0
962,NSW681405,3,fullLeaf,96,15296,17,312,10.4,72,2.4,129,,,,,,,,,,,,1,0,0,0,0
425,NSW470031,5,fullLeaf,95,15278,16.98,246,8.2,95,3.17,127,,,,,,,,,,,,1,0,0,0,0
474,NSW528103,1,fullLeaf,98,15271,16.97,226,7.53,106,3.53,22,,,,,,,,,,,,1,0,0,0,0
1129,NSW836090,5,fullLeaf,91,15270,16.97,204,6.8,112,3.73,43,,,,,,,,,,,,1,0,0,0,0
863,NSW529852,10,fullLeaf,82,15261,16.96,242,8.07,109,3.63,104,,,,,,,,,,,,1,0,0,0,0
456,NSW520407,6,fullLeaf,87,15252,16.95,206,6.87,112,3.73,8,,,,,,,,,,,,1,0,0,0,0
484,NSW528114,4,fullLeaf,95,15257,16.95,272,9.07,85,2.83,116,,,,,,,,,,,,1,0,0,0,0
664,NSW528923,4,fullLeaf,94,15246,16.94,256,8.53,91,3.03,104,,,,,,,,,,,,1,0,0,0,0
962,NSW681405,1,fullLeaf,99,15245,16.94,270,9,90,3,30,,,,,,,,,,,,1,0,0,0,0
465,NSW528094,6,fullLeaf,83,15229,16.92,248,8.27,103,3.43,161,,,,,,,,,,,,1,0,0,0,0
1041,NSW805323,2,fullLeaf,93,15232,16.92,230,7.67,104,3.47,157,,,,,,,,,,,,1,0,0,0,0
1068,NSW833600,3,fullLeaf,82,15209,16.9,250,8.33,111,3.7,39,,,,,,,,,,,,1,0,0,0,0
498,NSW528130,2,fullLeaf,88,15202,16.89,288,9.6,67,2.23,1,,,,,,,,,,,,1,0,0,0,0
888,NSW530378,6,fullLeaf,94,15201,16.89,244,8.13,103,3.43,104,,,,,,,,,,,,1,0,0,0,0
1009,NSW795518,6,fullLeaf,77,15200,16.89,230,7.67,101,3.37,135,,,,,,,,,,,,1,0,0,0,0
1041,NSW805323,1,fullLeaf,97,15203,16.89,224,7.47,97,3.23,2,,,,,,,,,,,,1,0,0,0,0
672,NSW528936,3,fullLeaf,93,15184,16.87,206,6.87,104,3.47,39,,,,,,,,,,,,1,0,0,0,0
878,NSW530362,10,fullLeaf,78,15187,16.87,218,7.27,104,3.47,3,,,,,,,,,,,,1,0,0,0,0
513,NSW528145,5,fullLeaf,82,15163,16.85,238,7.93,92,3.07,14,,,,,,,,,,,,1,0,0,0,0
156,NSW129587,1,fullLeaf,93,15151,16.83,208,6.93,121,4.03,132,,,,,,,,,,,,1,0,0,0,0
889,NSW530379,6,fullLeaf,86,15146,16.83,170,5.67,124,4.13,115,,,,,,,,,,,,1,0,0,0,0
1079,NSW834921,1,fullLeaf,96,15143,16.83,196,6.53,112,3.73,122,,,,,,,,,,,,1,0,0,0,0
1228,NSW997539,2,fullLeaf,97,15135,16.82,246,8.2,94,3.13,17,,,,,,,,,,,,1,0,0,0,0
417,NSW452051,2,fullLeaf,96,15129,16.81,204,6.8,99,3.3,71,,,,,,,,,,,,1,0,0,0,0
372,NSW379985,4,fullLeaf,93,15121,16.8,196,6.53,112,3.73,1,,,,,,,,,,,,1,0,0,0,0
498,NSW528130,4,fullLeaf,71,15118,16.8,254,8.47,82,2.73,2,,,,,,,,,,,,1,0,0,0,0
1069,NSW833603,5,fullLeaf,88,15116,16.8,232,7.73,95,3.17,24,,,,,,,,,,,,1,0,0,0,0
30,NSW129343,5,fullLeaf,94,15110,16.79,232,7.73,106,3.53,44,,,,,,,,,,,,1,0,0,0,0
933,NSW533074,4,fullLeaf,85,15106,16.78,246,8.2,105,3.5,64,,,,,,,,,,,,1,0,0,0,0
996,NSW773192,7,fullLeaf,93,15087,16.76,246,8.2,88,2.93,102,,,,,,,,,,,,1,0,0,0,0
1133,NSW836117,7,fullLeaf,72,15081,16.76,254,8.47,92,3.07,5,,,,,,,,,,,,1,0,0,0,0
1011,NSW795578,3,fullLeaf,93,15076,16.75,258,8.6,95,3.17,161,,,,,,,,,,,,1,0,0,0,0
86,NSW129500,4,fullLeaf,84,15063,16.74,214,7.13,111,3.7,66,,,,,,,,,,,,1,0,0,0,0
862,NSW529851,2,fullLeaf,96,15067,16.74,232,7.73,101,3.37,11,,,,,,,,,,,,1,0,0,0,0
1189,NSW931006,7,fullLeaf,81,15060,16.73,218,7.27,97,3.23,120,,,,,,,,,,,,1,0,0,1,0
943,NSW606885,3,fullLeaf,88,15032,16.7,250,8.33,96,3.2,79,,,,,,,,,,,,1,0,0,0,0
791,NSW529184,1,fullLeaf,90,15012,16.68,266,8.87,119,3.97,112,,,,,,,,,,,,1,0,0,0,0
478,NSW528107,6,fullLeaf,72,15002,16.67,208,6.93,100,3.33,10,,,,,,,,,,,,1,0,0,0,0
530,NSW528399,3,fullLeaf,95,15007,16.67,226,7.53,95,3.17,152,,,,,,,,,,,,1,0,0,0,0
374,NSW379987,8,fullLeaf,72,14998,16.66,176,5.87,119,3.97,41,,,,,,,,,,,,1,0,0,0,0
363,NSW379974,11,fullLeaf,73,14975,16.64,214,7.13,100,3.33,48,,,,,,,,,,,,1,0,0,0,0
436,NSW496246,8,fullLeaf,93,14974,16.64,242,8.07,98,3.27,9,,,,,,,,,,,,1,0,0,0,0
722,NSW528996,1,fullLeaf,89,14973,16.64,210,7,107,3.57,31,,,,,,,,,,,,1,0,0,0,0
879,NSW530363,4,fullLeaf,93,14975,16.64,218,7.27,112,3.73,1,,,,,,,,,,,,1,0,0,0,0
1006,NSW787317,2,fullLeaf,95,14975,16.64,198,6.6,112,3.73,145,,,,,,,,,,,,1,0,0,0,0
479,NSW528109,4,fullLeaf,94,14951,16.61,232,7.73,95,3.17,51,,,,,,,,,,,,1,0,0,0,0
949,NSW623916,1,fullLeaf,94,14953,16.61,212,7.07,104,3.47,1,,,,,,,,,,,,1,0,0,0,0
995,NSW772993,4,fullLeaf,90,14953,16.61,202,6.73,109,3.63,61,,,,,,,,,,,,1,0,0,0,0
780,NSW529169,4,fullLeaf,85,14940,16.6,268,8.93,88,2.93,65,,,,,,,,,,,,1,0,0,0,0
1167,NSW892629,1,fullLeaf,95,14943,16.6,226,7.53,98,3.27,13,,,,,,,,,,,,1,0,0,0,0
850,NSW529620,5,fullLeaf,88,14928,16.59,236,7.87,91,3.03,81,,,,,,,,,,,,1,0,0,0,0
264,NSW200334,2,fullLeaf,96,14915,16.57,250,8.33,94,3.13,162,,,,,,,,,,,,1,0,0,0,0
686,NSW528955,1,fullLeaf,98,14911,16.57,340,11.33,67,2.23,11,,,,,,,,,,,,1,0,0,0,0
269,NSW204793,4,fullLeaf,73,14907,16.56,190,6.33,115,3.83,118,,,,,,,,,,,,1,0,0,0,0
1129,NSW836090,11,fullLeaf,74,14888,16.54,212,7.07,101,3.37,61,,,,,,,,,,,,1,0,0,0,0
473,NSW528102,1,fullLeaf,98,14870,16.52,254,8.47,86,2.87,51,,,,,,,,,,,,1,0,0,0,0
927,NSW533067,2,fullLeaf,92,14871,16.52,256,8.53,93,3.1,97,,,,,,,,,,,,1,0,0,0,0
1228,NSW997539,9,fullLeaf,88,14868,16.52,288,9.6,76,2.53,1,,,,,,,,,,,,1,0,0,0,0
389,NSW389823,2,fullLeaf,95,14862,16.51,232,7.73,94,3.13,54,,,,,,,,,,,,1,0,0,0,0
659,NSW528916,4,fullLeaf,89,14857,16.51,208,6.93,97,3.23,2,,,,,,,,,,,,1,0,0,0,0
834,NSW529597,8,fullLeaf,92,14844,16.49,228,7.6,93,3.1,6,,,,,,,,,,,,1,0,0,0,0
874,NSW529879,1,fullLeaf,95,14833,16.48,194,6.47,104,3.47,50,,,,,,,,,,,,1,0,0,0,0
895,NSW530389,5,fullLeaf,79,14834,16.48,186,6.2,114,3.8,114,,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,10,fullLeaf,85,14821,16.47,294,9.8,88,2.93,74,,,,,,,,,,,,1,0,0,0,0
866,NSW529855,3,fullLeaf,87,14794,16.44,198,6.6,128,4.27,151,,,,,,,,,,,,1,0,0,0,0
878,NSW530362,5,fullLeaf,94,14784,16.43,246,8.2,92,3.07,120,,,,,,,,,,,,1,0,0,0,0
943,NSW606885,4,fullLeaf,88,14786,16.43,224,7.47,104,3.47,43,,,,,,,,,,,,1,0,0,0,0
956,NSW672714,7,fullLeaf,91,14784,16.43,246,8.2,95,3.17,119,,,,,,,,,,,,1,0,0,0,0
822,NSW529240,5,fullLeaf,82,14779,16.42,222,7.4,101,3.37,24,,,,,,,,,,,,1,0,0,0,0
289,NSW245085,3,fullLeaf,88,14763,16.4,204,6.8,108,3.6,117,,,,,,,,,,,,1,0,0,0,0
