ID,Genus species,Family,Area,Latitude,Longitude,MAT,MAP
4915,Xylosma intermedia,Salicaceae,38.01,-0.783,-76.042,26.1,3110
4916,Citronella incarum,Cardiopteridaceae,139.59,-0.783,-76.042,26.1,3110
4917,Dendrobangia boliviana,Icacinaceae,23.02,-0.783,-76.042,26.1,3110
4918,Discophora guianensis,Stemonuraceae,57.06,-0.783,-76.042,26.1,3110
4919,Metteniusa tessmanniana,Metteniusaceae,102.48,-0.783,-76.042,26.1,3110
4920,Lacistema aggregatum,Lacistemataceae,23.02,-0.783,-76.042,26.1,3110
4921,Lacistema nena,Lacistemataceae,31.54,-0.783,-76.042,26.1,3110
4922,Aniba guianensis,Lauraceae,48.94,-0.783,-76.042,26.1,3110
4923,Aniba hostmanniana,Lauraceae,311.93,-0.783,-76.042,26.1,3110
4924,Aniba panurensis,Lauraceae,38.01,-0.783,-76.042,26.1,3110
4925,Aniba puchury-minor,Lauraceae,70.48,-0.783,-76.042,26.1,3110
4926,Aniba riparia,Lauraceae,75.29,-0.783,-76.042,26.1,3110
4927,Caryodaphnopsis fosteri,Lauraceae,38.01,-0.783,-76.042,26.1,3110
4928,Caryodaphnopsis tomentosa,Lauraceae,61.36,-0.783,-76.042,26.1,3110
4929,Chlorocardium venenosum,Lauraceae,61.36,-0.783,-76.042,26.1,3110
4930,Endlicheria formosa,Lauraceae,90.74,-0.783,-76.042,26.1,3110
4931,Endlicheria krukovii,Lauraceae,57.06,-0.783,-76.042,26.1,3110
4932,Endlicheria paniculata,Lauraceae,61.36,-0.783,-76.042,26.1,3110
4933,Endlicheria tessmannii,Lauraceae,261.96,-0.783,-76.042,26.1,3110
4934,Licaria cannella subsp. tenuicarpa,Lauraceae,48.94,-0.783,-76.042,26.1,3110
4935,Ocotea argyrophylla,Lauraceae,70.48,-0.783,-76.042,26.1,3110
4936,Ocotea bofo,Lauraceae,45.14,-0.783,-76.042,26.1,3110
4937,Ocotea cernua,Lauraceae,33.1,-0.783,-76.042,26.1,3110
4938,Ocotea javitensis,Lauraceae,113.77,-0.783,-76.042,26.1,3110
4939,Ocotea leucoxylon,Lauraceae,85.42,-0.783,-76.042,26.1,3110
4940,Ocotea oblonga,Lauraceae,70.48,-0.783,-76.042,26.1,3110
4941,Ocotea olivacea,Lauraceae,85.42,-0.783,-76.042,26.1,3110
4942,Ocotea ucayalensis,Lauraceae,107.75,-0.783,-76.042,26.1,3110
4943,Persea pseudofasciculata,Lauraceae,61.36,-0.783,-76.042,26.1,3110
4944,Pleurothyrium parviflorum,Lauraceae,61.36,-0.783,-76.042,26.1,3110
4945,Pleurothyrium trianae,Lauraceae,80.27,-0.783,-76.042,26.1,3110
4946,Pleurothyrium williamsii,Lauraceae,378.07,-0.783,-76.042,26.1,3110
4947,Rhodostemonodaphne grandis,Lauraceae,146.48,-0.783,-76.042,26.1,3110
4948,Rhodostemonodaphne kunthiana,Lauraceae,90.74,-0.783,-76.042,26.1,3110
4949,Couratari guianensis,Lecythidaceae,48.94,-0.783,-76.042,26.1,3110
4950,Couroupita guianensis,Lecythidaceae,107.75,-0.783,-76.042,26.1,3110
4951,Eschweilera coriacea,Lecythidaceae,85.42,-0.783,-76.042,26.1,3110
4952,Eschweilera decolorans,Lecythidaceae,68.13,-0.783,-76.042,26.1,3110
4953,Eschweilera juruensis,Lecythidaceae,113.77,-0.783,-76.042,26.1,3110
4954,Eschweilera laevicarpa,Lecythidaceae,65.83,-0.783,-76.042,26.1,3110
4955,Eschweilera ovalifolia,Lecythidaceae,139.59,-0.783,-76.042,26.1,3110
4956,Eschweilera parvifolia,Lecythidaceae,28.54,-0.783,-76.042,26.1,3110
4957,Eschweilera rufifolia,Lecythidaceae,160.81,-0.783,-76.042,26.1,3110
4958,Grias neuberthii,Lecythidaceae,1996.3,-0.783,-76.042,26.1,3110
4959,Gustavia hexapetala,Lecythidaceae,80.27,-0.783,-76.042,26.1,3110
4960,Gustavia longifolia,Lecythidaceae,2228.59,-0.783,-76.042,26.1,3110
4961,Lecythis zabucajo,Lecythidaceae,19.3,-0.783,-76.042,26.1,3110
4962,Strychnos panurensis,Loganiaceae,70.48,-0.783,-76.042,26.1,3110
4963,Lafoensia acuminata,Lythraceae,12.89,-0.783,-76.042,26.1,3110
4964,Bunchosia argentea,Malpighiaceae,52.92,-0.783,-76.042,26.1,3110
4965,Byrsonima japurensis,Malpighiaceae,41.49,-0.783,-76.042,26.1,3110
4966,Apeiba glabra,Malvaceae,61.36,-0.783,-76.042,26.1,3110
4967,Apeiba tibourbou,Malvaceae,113.77,-0.783,-76.042,26.1,3110
4968,Ceiba pentandra,Malvaceae,65.83,-0.783,-76.042,26.1,3110
4969,Ceiba samauma,Malvaceae,20.5,-0.783,-76.042,26.1,3110
4970,Guazuma ulmifolia,Malvaceae,31.54,-0.783,-76.042,26.1,3110
4971,Luehea cymulosa,Malvaceae,31.54,-0.783,-76.042,26.1,3110
4972,Matisia bracteolosa,Malvaceae,208.11,-0.783,-76.042,26.1,3110
4973,Quararibea cordata,Malvaceae,208.11,-0.783,-76.042,26.1,3110
4974,Quararibea malacocalyx,Malvaceae,101.91,-0.783,-76.042,26.1,3110
4975,Quararibea obliquifolia,Malvaceae,378.07,-0.783,-76.042,26.1,3110
4976,Mollia gracilis,Malvaceae,20.5,-0.783,-76.042,26.1,3110
4977,Mollia lepidota,Malvaceae,31.54,-0.783,-76.042,26.1,3110
4978,Ochroma pyramidale,Malvaceae,225.32,-0.783,-76.042,26.1,3110
4979,Pachira aquatica,Malvaceae,75.29,-0.783,-76.042,26.1,3110
4980,Pachira insignis,Malvaceae,139.59,-0.783,-76.042,26.1,3110
4981,Pentaplaris huaoranica,Malvaceae,85.42,-0.783,-76.042,26.1,3110
4982,Phragmotheca ecuadorensis,Malvaceae,70.48,-0.783,-76.042,26.1,3110
4983,Quararibea amazonica,Malvaceae,75.29,-0.783,-76.042,26.1,3110
4984,Sterculia apeibophylla,Malvaceae,75.29,-0.783,-76.042,26.1,3110
4985,Sterculia apetala,Malvaceae,378.07,-0.783,-76.042,26.1,3110
4986,Sterculia colombiana,Malvaceae,65.83,-0.783,-76.042,26.1,3110
4987,Sterculia frondosa,Malvaceae,85.42,-0.783,-76.042,26.1,3110
4988,Sterculia tessmannii,Malvaceae,191.62,-0.783,-76.042,26.1,3110
4989,Theobroma cacao,Malvaceae,322.48,-0.783,-76.042,26.1,3110
4990,Theobroma speciosum,Malvaceae,252.53,-0.783,-76.042,26.1,3110
4991,Theobroma subincanum,Malvaceae,425.95,-0.783,-76.042,26.1,3110
4992,Bellucia pentamera,Melastomataceae,113.77,-0.783,-76.042,26.1,3110
4993,Loreya subandina,Melastomataceae,160.81,-0.783,-76.042,26.1,3110
4994,Miconia bubalina,Melastomataceae,70.48,-0.783,-76.042,26.1,3110
4995,Miconia cazaletii,Melastomataceae,199.77,-0.783,-76.042,26.1,3110
4996,Miconia decurrens,Melastomataceae,75.29,-0.783,-76.042,26.1,3110
4997,Miconia elata,Melastomataceae,113.77,-0.783,-76.042,26.1,3110
4998,Miconia grandifolia,Melastomataceae,438.4,-0.783,-76.042,26.1,3110
4999,Miconia matthaei,Melastomataceae,61.36,-0.783,-76.042,26.1,3110
5000,Miconia napoana,Melastomataceae,41.49,-0.783,-76.042,26.1,3110
5001,Miconia dolichorrhyncha,Melastomataceae,70.48,-0.783,-76.042,26.1,3110
5002,Miconia punctata,Melastomataceae,126.32,-0.783,-76.042,26.1,3110
5003,Miconia splendens,Melastomataceae,70.48,-0.783,-76.042,26.1,3110
5004,Miconia subspicata,Melastomataceae,28.54,-0.783,-76.042,26.1,3110
5005,Miconia ternatifolia,Melastomataceae,23.02,-0.783,-76.042,26.1,3110
5006,Miconia trinervia,Melastomataceae,132.87,-0.783,-76.042,26.1,3110
5007,Mouriri grandiflora,Melastomataceae,125.04,-0.783,-76.042,26.1,3110
5008,Mouriri laxiflora,Melastomataceae,47.02,-0.783,-76.042,26.1,3110
5009,Mouriri nigra,Melastomataceae,45.14,-0.783,-76.042,26.1,3110
5010,Mouriri oligantha,Melastomataceae,20.5,-0.783,-76.042,26.1,3110
5011,Mouriri vernicosa,Melastomataceae,29.13,-0.783,-76.042,26.1,3110
5012,Cabralea canjerana,Meliaceae,44.39,-0.783,-76.042,26.1,3110
5013,Cedrela fissilis,Meliaceae,38.01,-0.783,-76.042,26.1,3110
5014,Cedrela odorata,Meliaceae,31.54,-0.783,-76.042,26.1,3110
5015,Guarea carinata,Meliaceae,107.75,-0.783,-76.042,26.1,3110
5016,Guarea ecuadoriensis,Meliaceae,183.65,-0.783,-76.042,26.1,3110
5017,Guarea glabra,Meliaceae,52.92,-0.783,-76.042,26.1,3110
5018,Guarea gomma,Meliaceae,139.59,-0.783,-76.042,26.1,3110
5019,Guarea guidonia,Meliaceae,187.61,-0.783,-76.042,26.1,3110
5020,Guarea guentheri,Meliaceae,191.62,-0.783,-76.042,26.1,3110
5021,Guarea guidonia,Meliaceae,99.05,-0.783,-76.042,26.1,3110
5022,Guarea kunthiana,Meliaceae,113.77,-0.783,-76.042,26.1,3110
5023,Guarea macrophylla,Meliaceae,65.83,-0.783,-76.042,26.1,3110
5024,Guarea pterorhachis,Meliaceae,139.59,-0.783,-76.042,26.1,3110
5025,Guarea pubescens,Meliaceae,85.42,-0.783,-76.042,26.1,3110
5026,Guarea purusana,Meliaceae,153.56,-0.783,-76.042,26.1,3110
5027,Guarea silvatica,Meliaceae,61.36,-0.783,-76.042,26.1,3110
5028,Ruagea insignis,Meliaceae,57.06,-0.783,-76.042,26.1,3110
5029,Trichilia adolfi,Meliaceae,70.48,-0.783,-76.042,26.1,3110
5030,Trichilia cipo,Meliaceae,68.13,-0.783,-76.042,26.1,3110
5031,Trichilia elegans,Meliaceae,11.96,-0.783,-76.042,26.1,3110
5032,Trichilia elsae,Meliaceae,50.12,-0.783,-76.042,26.1,3110
5033,Trichilia inaequilatera,Meliaceae,33.1,-0.783,-76.042,26.1,3110
5034,Trichilia laxipaniculata,Meliaceae,271.58,-0.783,-76.042,26.1,3110
5035,Trichilia maynasiana,Meliaceae,28.54,-0.783,-76.042,26.1,3110
5036,Trichilia micrantha,Meliaceae,57.06,-0.783,-76.042,26.1,3110
5037,Trichilia obovata,Meliaceae,52.92,-0.783,-76.042,26.1,3110
5038,Trichilia pallida,Meliaceae,57.06,-0.783,-76.042,26.1,3110
5039,Trichilia pittieri,Meliaceae,90.74,-0.783,-76.042,26.1,3110
5040,Trichilia pleeana,Meliaceae,57.06,-0.783,-76.042,26.1,3110
5041,Trichilia poeppigii,Meliaceae,70.48,-0.783,-76.042,26.1,3110
5042,Trichilia quadrijuga,Meliaceae,54.97,-0.783,-76.042,26.1,3110
5043,Trichilia rubra,Meliaceae,57.06,-0.783,-76.042,26.1,3110
5044,Trichilia septentrionalis,Meliaceae,113.77,-0.783,-76.042,26.1,3110
5045,Trichilia solitudinis,Meliaceae,175.85,-0.783,-76.042,26.1,3110
5046,Abuta grandifolia,Menispermaceae,101.91,-0.783,-76.042,26.1,3110
5047,Siparuna cervicornis,Siparunaceae,65.83,-0.783,-76.042,26.1,3110
5048,Siparuna cristata,Siparunaceae,146.48,-0.783,-76.042,26.1,3110
5049,Siparuna cuspidata,Siparunaceae,70.48,-0.783,-76.042,26.1,3110
5050,Siparuna decipiens,Siparunaceae,52.92,-0.783,-76.042,26.1,3110
5051,Siparuna guianensis,Siparunaceae,65.83,-0.783,-76.042,26.1,3110
5052,Siparuna macrotepala,Siparunaceae,70.48,-0.783,-76.042,26.1,3110
5053,Batocarpus amazonicus,Moraceae,65.83,-0.783,-76.042,26.1,3110
5054,Batocarpus costaricensis,Moraceae,70.48,-0.783,-76.042,26.1,3110
5055,Batocarpus orinocensis,Moraceae,54.97,-0.783,-76.042,26.1,3110
5056,Brosimum acutifolium,Moraceae,34.69,-0.783,-76.042,26.1,3110
5057,Brosimum alicastrum,Moraceae,15.92,-0.783,-76.042,26.1,3110
5058,Brosimum guianense,Moraceae,18.14,-0.783,-76.042,26.1,3110
5059,Brosimum lactescens,Moraceae,38.01,-0.783,-76.042,26.1,3110
5060,Brosimum utile,Moraceae,113.77,-0.783,-76.042,26.1,3110
5061,Castilla ulei,Moraceae,85.42,-0.783,-76.042,26.1,3110
5062,Clarisia biflora,Moraceae,59.19,-0.783,-76.042,26.1,3110
5063,Clarisia racemosa,Moraceae,20.5,-0.783,-76.042,26.1,3110
5064,Ficus americana subsp. guianensis,Moraceae,23.02,-0.783,-76.042,26.1,3110
5065,Ficus insipida,Moraceae,119.96,-0.783,-76.042,26.1,3110
5066,Ficus macbridei,Moraceae,271.58,-0.783,-76.042,26.1,3110
5067,Ficus maxima,Moraceae,57.06,-0.783,-76.042,26.1,3110
5068,Ficus schippii,Moraceae,23.02,-0.783,-76.042,26.1,3110
5069,Ficus trigonata,Moraceae,70.81,-0.783,-76.042,26.1,3110
5071,Helicostylis elegans,Moraceae,38.01,-0.783,-76.042,26.1,3110
5072,Helicostylis tomentosa,Moraceae,96.24,-0.783,-76.042,26.1,3110
5073,Helicostylis turbinata,Moraceae,65.83,-0.783,-76.042,26.1,3110
5074,Maclura tinctoria,Moraceae,17.01,-0.783,-76.042,26.1,3110
5075,Maquira calophylla,Moraceae,61.36,-0.783,-76.042,26.1,3110
5076,Maquira guianensis,Moraceae,45.14,-0.783,-76.042,26.1,3110
5077,Naucleopsis ulei,Moraceae,123.12,-0.783,-76.042,26.1,3110
5078,Naucleopsis glabra,Moraceae,113.77,-0.783,-76.042,26.1,3110
5079,Naucleopsis herrerensis,Moraceae,63.58,-0.783,-76.042,26.1,3110
5080,Naucleopsis humilis,Moraceae,322.48,-0.783,-76.042,26.1,3110
5081,Naucleopsis imitans,Moraceae,503.52,-0.783,-76.042,26.1,3110
5082,Naucleopsis krukovii,Moraceae,38.01,-0.783,-76.042,26.1,3110
5083,Naucleopsis ulei,Moraceae,175.85,-0.783,-76.042,26.1,3110
5084,Perebea angustifolia,Moraceae,34.69,-0.783,-76.042,26.1,3110
5085,Perebea guianensis,Moraceae,401.63,-0.783,-76.042,26.1,3110
5086,Perebea mollis,Moraceae,96.24,-0.783,-76.042,26.1,3110
5087,Perebea tessmannii,Moraceae,225.32,-0.783,-76.042,26.1,3110
5088,Perebea xanthochyma,Moraceae,146.48,-0.783,-76.042,26.1,3110
5089,Poulsenia armata,Moraceae,271.58,-0.783,-76.042,26.1,3110
5090,Pseudolmedia laevigata,Moraceae,18.14,-0.783,-76.042,26.1,3110
5091,Pseudolmedia laevis,Moraceae,38.01,-0.783,-76.042,26.1,3110
5092,Pseudolmedia macrophylla,Moraceae,132.87,-0.783,-76.042,26.1,3110
5093,Pseudolmedia rigida,Moraceae,25.7,-0.783,-76.042,26.1,3110
5094,Sorocea muriculata,Moraceae,31.54,-0.783,-76.042,26.1,3110
5095,Sorocea pubivena,Moraceae,126.32,-0.783,-76.042,26.1,3110
5096,Sorocea steinbachii,Moraceae,96.24,-0.783,-76.042,26.1,3110
5097,Trophis caucana,Moraceae,85.42,-0.783,-76.042,26.1,3110
5098,Trymatococcus amazonicus,Moraceae,57.06,-0.783,-76.042,26.1,3110
5099,Compsoneura capitellata,Myristicaceae,48.94,-0.783,-76.042,26.1,3110
5100,Compsoneura sprucei,Myristicaceae,107.75,-0.783,-76.042,26.1,3110
5101,Iryanthera juruensis,Myristicaceae,61.36,-0.783,-76.042,26.1,3110
5102,Iryanthera lancifolia,Myristicaceae,168.24,-0.783,-76.042,26.1,3110
5103,Osteophloeum platyspermum,Myristicaceae,52.92,-0.783,-76.042,26.1,3110
5104,Otoba glycycarpa,Myristicaceae,48.94,-0.783,-76.042,26.1,3110
5105,Otoba parvifolia,Myristicaceae,45.14,-0.783,-76.042,26.1,3110
5106,Virola calophylla,Myristicaceae,243.27,-0.783,-76.042,26.1,3110
5107,Virola decorticans,Myristicaceae,573.49,-0.783,-76.042,26.1,3110
5108,Virola divergens,Myristicaceae,208.11,-0.783,-76.042,26.1,3110
5109,Virola duckei,Myristicaceae,113.77,-0.783,-76.042,26.1,3110
5110,Virola elongata,Myristicaceae,160.81,-0.783,-76.042,26.1,3110
5111,Virola flexuosa,Myristicaceae,34.69,-0.783,-76.042,26.1,3110
5112,Virola mollissima,Myristicaceae,378.07,-0.783,-76.042,26.1,3110
5113,Virola multinervia,Myristicaceae,413.7,-0.783,-76.042,26.1,3110
5114,Virola obovata,Myristicaceae,175.85,-0.783,-76.042,26.1,3110
5115,Virola pavonis,Myristicaceae,52.92,-0.783,-76.042,26.1,3110
5116,Virola peruviana,Myristicaceae,183.65,-0.783,-76.042,26.1,3110
5117,Virola surinamensis,Myristicaceae,70.48,-0.783,-76.042,26.1,3110
5118,Eugenia egensis,Myrtaceae,31.54,-0.783,-76.042,26.1,3110
5119,Eugenia moschata,Myrtaceae,38.01,-0.783,-76.042,26.1,3110
5121,Eugenia multirimosa,Myrtaceae,225.32,-0.783,-76.042,26.1,3110
5122,Eugenia patens,Myrtaceae,52.92,-0.783,-76.042,26.1,3110
5123,Eugenia myrobalana,Myrtaceae,234.21,-0.783,-76.042,26.1,3110
5124,Eugenia schunkei,Myrtaceae,96.24,-0.783,-76.042,26.1,3110
5125,Eugenia stipitata,Myrtaceae,23.02,-0.783,-76.042,26.1,3110
5126,Marlierea schomburgkiana,Myrtaceae,7.13,-0.783,-76.042,26.1,3110
5127,Myrcia aliena,Myrtaceae,18.14,-0.783,-76.042,26.1,3110
5128,Myrcia obumbrans,Myrtaceae,243.27,-0.783,-76.042,26.1,3110
5129,Myrciaria floribunda,Myrtaceae,20.5,-0.783,-76.042,26.1,3110
5130,Psidium acutangulum,Myrtaceae,13.86,-0.783,-76.042,26.1,3110
5131,Cespedesia spathulata,Ochnaceae,648.33,-0.783,-76.042,26.1,3110
5132,Ouratea amplifolia,Ochnaceae,183.65,-0.783,-76.042,26.1,3110
5133,Aptandra tubicina,Aptandraceae,15.92,-0.783,-76.042,26.1,3110
5134,Cathedra acuminata,Aptandraceae,23.02,-0.783,-76.042,26.1,3110
5135,Dulacia candida,Olacaceae,20.5,-0.783,-76.042,26.1,3110
5136,Heisteria acuminata,Erythropalaceae,38.01,-0.783,-76.042,26.1,3110
5137,Heisteria ovata,Erythropalaceae,18.14,-0.783,-76.042,26.1,3110
5138,Heisteria spruceana,Erythropalaceae,28.54,-0.783,-76.042,26.1,3110
5139,Minquartia guianensis,Coulaceae,45.14,-0.783,-76.042,26.1,3110
5140,Piper reticulatum,Piperaceae,113.77,-0.783,-76.042,26.1,3110
5141,Coccoloba densifrons,Polygonaceae,146.48,-0.783,-76.042,26.1,3110
5142,Coccoloba lehmannii,Polygonaceae,41.49,-0.783,-76.042,26.1,3110
5143,Coccoloba mollis,Polygonaceae,113.77,-0.783,-76.042,26.1,3110
5144,Triplaris americana,Polygonaceae,271.58,-0.783,-76.042,26.1,3110
5145,Triplaris cumingiana,Polygonaceae,113.77,-0.783,-76.042,26.1,3110
5146,Triplaris dugandii,Polygonaceae,517.13,-0.783,-76.042,26.1,3110
5147,Roupala montana,Proteaceae,18.14,-0.783,-76.042,26.1,3110
5148,Froesia diffusa,Ochnaceae,276.46,-0.783,-76.042,26.1,3110
5149,Lacunaria crenata,Ochnaceae,45.14,-0.783,-76.042,26.1,3110
5150,Quiina macrophylla,Ochnaceae,183.65,-0.783,-76.042,26.1,3110
5151,Colubrina arborescens,Rhamnaceae,45.14,-0.783,-76.042,26.1,3110
5152,Rhamnidium elaeocarpum,Rhamnaceae,31.54,-0.783,-76.042,26.1,3110
5153,Ziziphus cinnamomum,Rhamnaceae,80.27,-0.783,-76.042,26.1,3110
5154,Calycophyllum spruceanum,Rubiaceae,25.7,-0.783,-76.042,26.1,3110
5155,Capirona decorticans,Rubiaceae,225.32,-0.783,-76.042,26.1,3110
5156,Chimarrhis glabriflora,Rubiaceae,153.56,-0.783,-76.042,26.1,3110
5157,Chimarrhis hookeri,Rubiaceae,146.48,-0.783,-76.042,26.1,3110
5158,Chomelia tenuiflora,Rubiaceae,4.63,-0.783,-76.042,26.1,3110
5159,Coussarea cephaeloides,Rubiaceae,291.38,-0.783,-76.042,26.1,3110
5160,Coussarea klugii,Rubiaceae,28.54,-0.783,-76.042,26.1,3110
5161,Coussarea obliqua,Rubiaceae,113.77,-0.783,-76.042,26.1,3110
5162,Coussarea paniculata,Rubiaceae,96.24,-0.783,-76.042,26.1,3110
5163,Coussarea tenuiflora,Rubiaceae,168.24,-0.783,-76.042,26.1,3110
5164,Duroia hirsuta,Rubiaceae,119.96,-0.783,-76.042,26.1,3110
5165,Exostema maynense,Rubiaceae,52.92,-0.783,-76.042,26.1,3110
5166,Faramea glandulosa,Rubiaceae,50.91,-0.783,-76.042,26.1,3110
5167,Faramea multiflora,Rubiaceae,54.97,-0.783,-76.042,26.1,3110
5168,Faramea torquata,Rubiaceae,70.48,-0.783,-76.042,26.1,3110
5169,Genipa americana,Rubiaceae,243.27,-0.783,-76.042,26.1,3110
5170,Hippotis albiflora,Rubiaceae,208.11,-0.783,-76.042,26.1,3110
5171,Isertia rosea,Rubiaceae,261.96,-0.783,-76.042,26.1,3110
5172,Ixora killipii,Rubiaceae,65.83,-0.783,-76.042,26.1,3110
5173,Pentagonia macrophylla,Rubiaceae,728.09,-0.783,-76.042,26.1,3110
5174,Pentagonia amazonica,Rubiaceae,70.48,-0.783,-76.042,26.1,3110
5175,Posoqueria latifolia,Rubiaceae,65.83,-0.783,-76.042,26.1,3110
5176,Randia armata,Rubiaceae,75.29,-0.783,-76.042,26.1,3110
5177,Rudgea lanceifolia,Rubiaceae,0.57,-0.783,-76.042,26.1,3110
5178,Calycophyllum megistocaulum,Rubiaceae,311.93,-0.783,-76.042,26.1,3110
5179,Simira wurdackii,Rubiaceae,54.97,-0.783,-76.042,26.1,3110
5180,Tocoyena williamsii,Rubiaceae,77.76,-0.783,-76.042,26.1,3110
5181,Warszewiczia coccinea,Rubiaceae,291.38,-0.783,-76.042,26.1,3110
5182,Warszewiczia cordata,Rubiaceae,146.48,-0.783,-76.042,26.1,3110
5183,Amyris macrocarpa,Rutaceae,28.54,-0.783,-76.042,26.1,3110
5184,Esenbeckia amazonica,Rutaceae,107.75,-0.783,-76.042,26.1,3110
5185,Acanthosyris annonagustata,Cervantesiaceae,25.7,-0.783,-76.042,26.1,3110
5186,Allophylus amazonicus,Sapindaceae,61.36,-0.783,-76.042,26.1,3110
5187,Allophylus divaricatus,Sapindaceae,48.94,-0.783,-76.042,26.1,3110
5188,Allophylus pilosus,Sapindaceae,183.65,-0.783,-76.042,26.1,3110
5189,Cupania cinerea,Sapindaceae,48.94,-0.783,-76.042,26.1,3110
5190,Chrysophyllum amazonicum,Sapotaceae,48.17,-0.783,-76.042,26.1,3110
5191,Chrysophyllum argenteum,Sapotaceae,45.14,-0.783,-76.042,26.1,3110
5192,Chrysophyllum bombycinum,Sapotaceae,902.53,-0.783,-76.042,26.1,3110
5193,Chrysophyllum cuneifolium,Sapotaceae,75.29,-0.783,-76.042,26.1,3110
5194,Chrysophyllum lucentifolium,Sapotaceae,60.05,-0.783,-76.042,26.1,3110
5195,Chrysophyllum manaosense,Sapotaceae,131.54,-0.783,-76.042,26.1,3110
5196,Chrysophyllum venezuelanense,Sapotaceae,81.28,-0.783,-76.042,26.1,3110
5197,Diploon cuspidatum,Sapotaceae,20.5,-0.783,-76.042,26.1,3110
5198,Ecclinusa guianensis,Sapotaceae,25.16,-0.783,-76.042,26.1,3110
5199,Ecclinusa lanceolata,Sapotaceae,252.53,-0.783,-76.042,26.1,3110
5200,Ecclinusa ramiflora,Sapotaceae,199.77,-0.783,-76.042,26.1,3110
5201,Micropholis egensis,Sapotaceae,57.06,-0.783,-76.042,26.1,3110
5202,Micropholis guyanensis,Sapotaceae,36.33,-0.783,-76.042,26.1,3110
5203,Micropholis melinoniana,Sapotaceae,38.01,-0.783,-76.042,26.1,3110
5204,Micropholis venulosa,Sapotaceae,10.37,-0.783,-76.042,26.1,3110
5205,Pouteria baehniana,Sapotaceae,199.77,-0.783,-76.042,26.1,3110
5206,Pouteria bangii,Sapotaceae,59.62,-0.783,-76.042,26.1,3110
5207,Pouteria bilocularis,Sapotaceae,27.1,-0.783,-76.042,26.1,3110
5208,Pouteria cuspidata,Sapotaceae,48.94,-0.783,-76.042,26.1,3110
5209,Pouteria durlandii,Sapotaceae,99.05,-0.783,-76.042,26.1,3110
5210,Pouteria ephedrantha,Sapotaceae,72.86,-0.783,-76.042,26.1,3110
5211,Pouteria glomerata,Sapotaceae,45.14,-0.783,-76.042,26.1,3110
5212,Pouteria gracilis,Sapotaceae,15.29,-0.783,-76.042,26.1,3110
5213,Pouteria guianensis,Sapotaceae,101.91,-0.783,-76.042,26.1,3110
5214,Pouteria hispida,Sapotaceae,63.58,-0.783,-76.042,26.1,3110
5215,Pouteria multiflora,Sapotaceae,110.74,-0.783,-76.042,26.1,3110
5216,Pouteria petiolata,Sapotaceae,158.61,-0.783,-76.042,26.1,3110
5217,Pouteria platyphylla,Sapotaceae,68.6,-0.783,-76.042,26.1,3110
5218,Pouteria procera,Sapotaceae,20.5,-0.783,-76.042,26.1,3110
5219,Pouteria pubescens,Sapotaceae,48.94,-0.783,-76.042,26.1,3110
5220,Pouteria reticulata,Sapotaceae,48.94,-0.783,-76.042,26.1,3110
5221,Pouteria torta,Sapotaceae,199.77,-0.783,-76.042,26.1,3110
5222,Pouteria trilocularis,Sapotaceae,143.01,-0.783,-76.042,26.1,3110
5223,Pradosia atroviolacea,Sapotaceae,52.92,-0.783,-76.042,26.1,3110
5224,Sarcaulus brasiliensis,Sapotaceae,63.58,-0.783,-76.042,26.1,3110
5225,Picramnia latifolia,Picramniaceae,28.54,-0.783,-76.042,26.1,3110
5226,Simarouba amara,Simaroubaceae,11.06,-0.783,-76.042,26.1,3110
5227,Cestrum schlechtendahlii,Solanaceae,96.24,-0.783,-76.042,26.1,3110
5228,Cestrum racemosum,Solanaceae,31.54,-0.783,-76.042,26.1,3110
5229,Turpinia occidentalis,Staphyleaceae,23.02,-0.783,-76.042,26.1,3110
5230,Styrax argenteus,Styracaceae,25.7,-0.783,-76.042,26.1,3110
5231,Symplocos arechea,Symplocaceae,38.01,-0.783,-76.042,26.1,3110
5232,Clavija procera,Primulaceae,728.09,-0.783,-76.042,26.1,3110
5233,Ampelocera edentula,Ulmaceae,38.01,-0.783,-76.042,26.1,3110
5234,Ampelocera longissima,Ulmaceae,44.76,-0.783,-76.042,26.1,3110
5235,Celtis schippii,Cannabaceae,38.01,-0.783,-76.042,26.1,3110
5236,Trema micrantha,Cannabaceae,30.02,-0.783,-76.042,26.1,3110
5237,Urera caracasana,Urticaceae,168.24,-0.783,-76.042,26.1,3110
5238,Vitex cymosa,Lamiaceae,183.65,-0.783,-76.042,26.1,3110
5239,Vitex schunkei,Lamiaceae,72.86,-0.783,-76.042,26.1,3110
5240,Vitex triflora,Lamiaceae,61.36,-0.783,-76.042,26.1,3110
5241,Gloeospermum sphaerocarpum,Violaceae,45.14,-0.783,-76.042,26.1,3110
5242,Leonia crassa,Violaceae,281.39,-0.783,-76.042,26.1,3110
5243,Leonia glycycarpa,Violaceae,45.14,-0.783,-76.042,26.1,3110
5244,Rinorea apiculata,Violaceae,59.19,-0.783,-76.042,26.1,3110
5245,Rinorea lindeniana,Violaceae,48.94,-0.783,-76.042,26.1,3110
5246,Rinorea viridifolia,Violaceae,20.5,-0.783,-76.042,26.1,3110
5247,Qualea paraensis,Vochysiaceae,13.86,-0.783,-76.042,26.1,3110
5248,Vochysia braceliniae,Vochysiaceae,41.49,-0.783,-76.042,26.1,3110
5249,Astronium lecointei,Anacardiaceae,27.39,-12.25,-71.767,24.5,2603
